NAMA DOKTER,JUDUL,TULISAN,LINK
dr. Farahdissa,Bagaimana cara mengatasi diabetes keturunan?,"Diabetes atau gula darah tinggi termasuk pada penyakit kronis yang identik dengan faktor keturunan.  Diabetes itu sendiri memiliki dua jenis yaitu diabetes tipe1 dan diabetes tipe 2.  Diabetes juga dapat timbul akibat kehamilan yang setelah persalinan risiko ibu menderita diabetes menjadi meningkat.  Walaupun memang diabetes dipengaruhi oleh keturunan namun bukan berarti orang tua dengan diabetes pasti anaknya juga mengalami diabetes.  Hal ini juga didukung dengan pola hidup sehari-hari.
Penyebab diabetes timbul merupakan kombinasi dari keturunan, obesitas, pola makan tidak sehat, jarang olahraga.  Anda tidak perlu khawatir, bila memiliki riwayat diabetes di keluarga maka mulai dari usia muda sudah menjaga kesehatan tubuh dan mengatur pola makan sehingga risiko diabetes di tubuh tidak terpicu dan menimbulkan keluhan. 
Beberapa cara mencegah timbulnya diabetes :
Menjaga berat badan seimbang cukup penting dalam mencegah diabetes.
Mengatur pola makan bukan berarti tidak boleh makan yang manis namun membatasi makanan sesuai kalori yang dibutuhkan dan tetap memenuhi gizi seimbang.
Membatasi makanan yang diproses, makanan kalengan, makanan berpengawet dan pemanis buatan. Minuman kopi, teh, dan soda.
Olahraga secara teratur minimal 30 menit sehari 5 kali seminggu. Mulai dengan olahraga ringan dulu.
Hindari merokok dan alkohol.
Perbanyak air putih.
Evaluasi ke dokter untuk cek gula darah puasa setiap 6 bulan – 1 tahun sekali untuk menjaga kadar gula darah stabil. ",https://www.sehatq.com/forum/bagaimana-cara-mengatasi-diabetes-keturunan-q34371
dr. Lidya Hapsari,Terapi pasien covid dengan diabetes,"Panas dingin, badan pegal, batuk, serta hilang indra penciuman dapat dialami oleh setiap orang terutama kondisi pandemi virus corona seperti saat ini. Berbagai keluhan ini mengarah kuat ke infeksi virus corona namun tidak menutup kemungkinan akibat sebab lain seperti influenza biasa, radang tenggorokan maupun polip hidung.
Apa saja obat batuk pasien covid dengan diabetes ?
Ibu Anda yang memiliki riwayat diabetes saat ini panas dingin, badan pegal, batuk, serta hilang indra penciuman dapat diatasi dengan berbagai cara dan obat antara lain :
Tetap lanjutkan obat diabetes sesuai anjuran dokter.
Kontrol rutin gula darah minimal 1 kali sebulan.
Tingkatkan imun dengan mengatur asupan makan bergizi dan olahraga sesuai kemampuan.
Minum air hangat dapat dicampur 1 sendok madu untuk melegakan pernafasan.
Hirup uap panas dicampur aromaterapi atau minyak telon.
Obat guaiafenesin dapat dikonsumsi untuk batuk berdahak pada pasien diabetes.
Konsumsi vitamin C, vitamin D dan zink.
Namun jika setelah konsumsi obat guaiafenesin batuk berdahak pada Ibu Anda tidak merada, sesak nafas, demam tinggi, badan terasa lemas, maka segera konsultasi ke dokter spesialis paru di rumah sakit terdekat yaa. 
Semoga bermanfaat.",https://www.sehatq.com/forum/obat-batuk-berdahak-untuk-penderita-diabetes-q40952
dr. Aisyah Nur Ramadhani,Habbatus Sauda untuk mengobati diabetes,"Diabetes merupakan salah satu penyakit yang sekarang ini sering di alami oleh beberapa orang. Diabetes merupakan suatu keadaan dimana pankreas tidak dapat memproduksi hormon insulin dengan baik sehingga menyebabkan kadar gula dalam darah tinggi. Kadar gula yang tidak terkontrol dan tinggi di dalam tubuh dapat mengakibatkan komplikasi penyakit seperti penyakit jantung, stroke, ginjal, dan lain sebagainya.
Sedangkan pengobatan habbatus sauda untuk diabetes belum ada penelitian secara medis terkait manfaat habbatus sauda untuk pengobatan diabetes. Habbatus sauda merupakan salah satu pengobatan herbal yang sering digunakan di Indonesia. Sehingga jika Anda menggunakannya untuk pengobatan diabetes, sebaiknya konsultasikan ke dokter penyakit dalam terkait penggunaannya. Apakah ada interaksi dengan obat diabetes lainnya atau tidak. Jika Anda membutuhkan informasi lebih lanjut, Anda dapat menghubungi dokter penyakit dalam secara online chat.",https://www.sehatq.com/forum/penyakit-diabetes-q42253
dr. Aisyah Nur Ramadhani,Detocline untuk Diabetes dan Kolesterol?,"Diabetes adalah penyakit yang ditandai dengan kadar gula darah tinggi atau di atas normal. penyakit diabets merupakan penyakit kronis (penyakit yang berlangsung lama) jikapenyakit diabetes tidak terkontrol dengan baik, akan menimbulkan berbagai komplikasi.
Faktor resiko Diabetes : Riwayat Keluarga, faktor geografi, berat badan / obesitas, gaya hidup tidak sehat / jarang olahraga, faktor usia dan faktor pemicu lainnya
Gejala Diabetes : Sering haus, sering kencing (terutama malam hari), sering lapar, lemas, pandangan kabur, luka sulit sembuh, sering infeksi.
Kolesterol diperlukan tubuh, namun apabila Anda memiliki kolesterol yang berlebihan akan menimbulkan plak yang menutup arteri sehingga menghambat peredaran darah. 
Produk yang Anda maksud merupakan obat herbal, kandungannya siung (cloves fitur anti inflamasi), bunga herbal, akar merah dan ceantury. obat ini berfungsi sebagai suplemen diet dan juga untuk infeksi parasit didalam tubuh. Namun belum ada jurnal atau penelitian ilmiah lebih lanjut terkait pengobatan untuk diabetes dan kolesterol.
Saran saya, jangan mengkonsumsi produk yang belum terbukti secara medis pasti untuk mengobati diabetes dan kolesterol. Konsumsi obat yang memang diresepkan dan di monitor oleh dokter.",https://www.sehatq.com/forum/detocline-q10664
dr. Karlina Lestari,Makanan khusus hipertensi dan diabetes,"Untuk menjaga kadar gula darah dan tekanan darah selain dengan obat-obatan Anda juga harus melakukan pola hidup sehat dan makanan yang sesuai dengan kondisi Anda.
Pada penderita diabetes dianjurkan konsumsi makanan bergizi yang rendah lemak dan kalori seperti:
Mengganti karbohidrat dengan karbohidrat kompleks seperti nasi, roti, gandum
Konsumsi sayuran yang direbus, kukus seperti kale, bayam, brokoli
Meminum jus tanpa gula
Daging tanpa lemak
Tahu dan tempe
Susu rendah lemak
Ikan berlemak baik, seperti tuna, salmon
Untuk penderita tekanan darah tinggi, konsumsi makanan mengandung serat, magnesium dan kalium untuk mengendalikan tekanan darah Anda:
Kurangi garam
Kurangi makanan berlemak tinggi dan berkolesterol tinggi
Perbanyak sayur danbuah
Hindari minuman manis dan daging merah
Mengganti minyak dengan minyak zaitun
Selain itu:
Ukur tekanan darah teratur
Ukur gula darah teratur
Hindari stress
Olahraga",https://www.sehatq.com/forum/penyakit-dalam-q11358
dr. Vina Liliana,Sakit diabetes apa jadi mandul?,"Diabetes adalah penyakit yang dalam dunia medis disebut sebagai silent killer karena seringkali tidak bergejala, dan baru menimbulkan gejala bila kondisinya sudah parah dan sudah terjadi berbagai komplikasi.
Berbagai komplikasi diabetes meliputi:
Mikrovaskular. Biasanya menyerang organ mata berupa penglihatan buram, organ ginjal berupa gagal ginjal, atau adanya kesemutan atau mati rasa pada tangan atau kaki akibat kerusakan saraf. Yang perlu diperhatikan adalah bahaya komplikasi gagal ginjal, karena bila sudah terjadi gagal ginjal maka sudah tidak bisa diperbaiki lagi dan butuh cuci darah secara berkala sebagain pengganti ginjal yang rusak.
Makrovaskular. Biasanya muncul sebagai serangan stroke bila menyerang otak, atau serangan jantung (jantung koroner).
Tidaklah benar bahwa komplikasi diabetes pada wanita bisa menyebabkan seseorang menjadi mandul. Namun pada pria, komplikasi diabetes bisa berupa impotensi sehingga tentunya akan menimbulkan masalah saat berhubungan seksual dan memperkecil kemungkinan terjadinya kehamilan karena sperma tidak bisa masuk ke dalam vagina.
Sebaiknya jalankan pola hidup sehat, dan kontrol ke dokter penyakit dalam bila memang ada riwayat keturuna diabetes, atau ada gejal-gejala seperti mudah lapar, sering haus, penurunan berat badan, dll.",https://www.sehatq.com/forum/diabetes-q18577
dr. Dwiana Ardianti,"Diabetes mellitus, apa saja gejalanya?","Diabetes mellitus adalah suatu penyakit yang bersifat kronis dan ditandai dengan tingginya kadar gula darah dalam tubuh. Kondisi ini disebabkan karena adanya masalah pada hormon insulin. Hormon insulin dihasilkan oleh pankreas dan berfungsi untuk menyimpan, menggunakan gula dan juga lemak pada tubuh.Terdapat beberapa jenis penyakit diabetes mellitus, namun yang paling sering terjadi pada usia diatas 40 tahun adalah diabetes mellutus tipe 2.
Gejala diabtes mellitus diantaranya adalah:
Sering kencing (terutama di malam hari)
Mudah haus dan lapar
Mudah lelah
Kesemutan
Berat badan turun tanpa penyebab yang jelas
Nyeri kepala
Adanya gangguan pada kulit, speerti kulit kering dan atau disertai rasa gatal
Terkait dengan keluhan yang dirasakan ibu Anda, selain itu bisa juga disebabkan oleh adanya infeksi saluran kemih, batu saluran kemih, adanya ganguan elektrolit dan lain sebagainya. Untuk itu, segeralah memeriksakan diri ke dokter spesialis penyakit dalam terdekat untuk dilakukan pemeriksaan.
Beberapa tips untuk mencegah diabetes mellitus adalah:
Berusaha memiliki berat badan ideal
Konsumsi makanan sehat dan bergizi siembang
Hindari merokok
Berolahraga secara rutin agar badan tetap sehat dan bugar
Kurangi kebiasaan mengonsumsi makanan / minuman manis yang berlebihan",https://www.sehatq.com/forum/penyebab-sering-kencing-q20080
dr. Adhi Pasha Dwitama,Luka diabetes apakah bagus jika diperban,"Luka diabetes atau istilahnya adalah ulkus diabetikum merupakan luka yang bisa sulit sembuh dan bisa menjadi infeksi sampai menimbulkan kematian jaringan dan memerlukan amputasi. Jika ada luka diabetes besar yang sulit sembuh dan memiliki riwayat diabetes tidak terkontol, maka harus lebih waspada dan perlu segera memeriksakan diri agar dilakukan penanganan dan perawatan pada luka diabetes.
Luka diabetes sendiri perlu dijaga kebersihannya dengan cara:
Bersihkan luka setiap hari menggunakan larutan saline atau air infus NaCl
Tutup luka dengan kassa steril dan ganti apabila basah dan kotor
Hindari luka dari paparan kotoran
Berikan salep antibiotik apabila ada tanda infeksi
Jika luka lebih besar, mengeluarkan nanah atau bau yang khas, luka tidak kunjung sembuh maka sebaiknya segera periksakan diri pada dokter spesialis bedah untuk dilakukan pembersihan luka dan memeriksakan diri pada dokter spesialis penyakit dalam untuk penanganan kadar gula darahnya.
Pentingnya mengontrol gula darah
Apabila saat ini kadar gula darah masih belum bisa terkontrol dengan baik, perlu juga menjaga pola makan, menjaga asupan makan, dan minum obat sesuai anjuran. Jika sulit mengendalikan kadar gula darah dengan obat, tidak jarang diperlukan pemberian insulin agar gula darah bisa terjaga. Selalu gunakan alas kaki dan cek kaki setiap hari, jika ada luka baru agar segera dilakukan penanganan agar tidak bertambah besar. Semoga bermanfaat.",https://www.sehatq.com/forum/perbab-q21500
dr. Lizsa Oktavyanti,Apa ciri ciri luka diabetes kering?,"Diabetes atau kencing manis merupakan penyakit metabolic, yang menyebabkan kadar gula dalam darah akan meningkat. Diabetes banyak diderita oleh masyarakat. Indonesia menjadi negara ke 5 dengan jumlah penderita terbanyak di dunia.
Apa ciri ciri luka diabetes kering?
Salah satu dari komplikasi diabetes adanya luka, yang banyak dialami pada kaki. Luka diabetes kering mengarah pada komplikasi luka yang bersfat kering. Berikut adalah ciri-ciri luka diabetes yang kering :
Timbulnya bercak kecoklata, kehitaman, pada kulit,
Paling sering timbul pada kaki,
Kulit menjadi sangat kering kering,
Timbulnya luka lecet,
Timbul kapalan pada kaki,
Luka yang timbul bersifat kering, atau tidak bernanah, dan berair.
Bagaimana cara mengatasi luka diabetes kering?
Bila timbul luka kering pada kaki, tanpa adanya nanah, atau tanpa berarir, maka sebaiknya anda melakukan beberapa hal untuk mengatasi, dan juga mencegahnya, seperti :
Bersihkan luka dengan larutan iodine,
Jangan menggaruk kaki, atau pun luka,
Gunakan lotion untuk melembabkan kaki,
Gunakan sendal, walau sedang didalam rumah, untuk mencegah terbentuknya luka baru, atau pun untuk melindungi kaki, karena pada penderita diabetes, banyak yang mengalami parastesi pada kaki, atau berkurang, hingga hilangnya rasa nyeri, sehingga menyebabkan tidak menyadari adanya luka pada kaki,
Hindari tekanan pada kaki dengan jangka panjang,
Menjaga kadar gula tetap normal, untuk mempercepat penyembuhan luka,
Selalu minum obat secara teratur,
Kontol gula darah secara rutin,
Kontrol ke dokter penyakit dalam secara rutin.
Apa perbedaaan luka diabetes kering dan basah?
Luka kering dan basah pada diabetes hanya digunakan di Indonesia. Luka basah, dan luka kering pada diabetes bukan termasik jenis dari diabetes yang selama ini sering dibicarakan. Hal ini mengarah pada, luka basah diabetes merupakan bentuk kelanjutan dari luka kering yang tidak dirawat, dan terjadi infeksi. Luka basah diabetes adalah luka yang bernanah, atau pun luka yang basah.
Bila luka anda menjadi basah, bernanah, dan bahkan hingga menimbulkan bau busuk, sebaiknya anda segera berkonsultasi dengan dokter bedah, dan dokter penyakit dalam untuk mengatasi luka yang anda alami.",https://www.sehatq.com/forum/apa-ciri-ciri-luka-diabetes-kering-q55277
dr. Farahdissa,"Bagaimana cara mengatasi luka diabetes menghitam?","Pada penderita diabetes mudah mengalami luka yang mana ketika gula tidak terkontrol dengan baik maka luka akan lebih susah untuk sembuh dan berisiko untuk terjadi infeksi, berlubang hingga luka menghitam. Karena itu dalam mengatasi luka diabetes tidak hanya dengan permbersihan luka tetapi juga dengan kontrol gula dan evaluasi luka secara berkala.  
Cara mengatasi luka diabetes menghitam :
Bersihkan luka dengan perlahan menggunakan kasa steril dan cairan saline atau NaCl.  
Ganti kasa setiap membersihakn luka yang bernanah agar tidak semakin kotor. 
Setelah itu keringkan luka lalu kompres menggunakan kasa steril yang sudah dibasahi cairan NaCl dan diperas.  
Hindari penggunaan salep kecuali atas anjuran dokter. 
Jaga pola makan dengan membatasi semua yang mengandung gula, garam yang terlalu tinggi, pengawet, MSG, instan dan minuman berkafein. 
Pastikan saat berbaring atau duduk sering ganti posisi terutama daerah yang luka agar tidak semakin memberat. 
Rutin konsumsi obat gula sesuai dosis yang disarankan agar gula dapat terkontrol dan tidak menimbulkan komplikasi pada organ lainnya. 
Lalu segera periksa ke dokter spesialis penyakit dalam untuk dilihat lukanya, jika memang sudah cukup parah dan luka diabetes menghitam ditandai dengan kematian jaringan kulit maka dokter akan merujuk ke dokter spesiialis bedah untuk penanganan lebih lanjut, apakah perlu operasi pembersihan saja atau sampai pengangkatkan bagian luka.  ",https://www.sehatq.com/forum/bagaimana-cara-mengatasi-luka-diabetes-menghitam-q48191
dr. Denny Sutanto,Diabetes Nefropatik apakah menyebabkan darah tinggi?,"Kondisi diabetes yang tidak terkontrol secara berkepanjangan dapat menyebabkan kerusakan pada organ-organ dalam tubuh. Tentunya ini juga dapat menyebabkan komplikasi pada ginjal yang dikenal dengan istilah diabetes nefropati. Kondisi ini diketahui dapat terjadi pada 40% penderita diabetes.
Selain fungsi ginjal untuk menyaring dan membuang sisa metabolisme tubuh, ginjal juga memproduksi enzim renin. Enzim ini penting untuk mengatur tekanan darah melalui sistem Renin-Angiotensin-Aldosteron. Selain tekanan darah, keseimbangan elektrolit dalam tubuh juga turut diatur oleh sistem ini.
Menjawab pertanyaan Anda, kondisi hipertensi atau tekanan darah tinggi umum ditemukan pada pasien diabetes dengan komplikasi diabetes nefropati. Tentunya, kondisi ini dapat dinormalkan kembali dengan kontrol rutin diabetes untuk mencegah perburukan komplikasi ginjal, disertai dengan pemberian obat-obatan anti hipertensi. Namun perlu diingat bahwa kerusakan organ pada umumnya sudah bersifat permanen sehingga obat diperlukan untuk menjaga agar komplikasi dapat terkontrol.
Cara mencegah komplikasi diabetes
Karena hal di atas, maka mencegah terjadinya komplikasi adalah hal yang lebih baik dibandingkan mengobatinya. Anda dapat melakukan hal berikut agar kondisi diabetes yang Anda alami tidak menyebabkan komplikasi
Memeriksa kadar gula darah secara rutin
Kontrol secara berkala ke dokter untuk menyesuaikan dosis pengobatan diabetes
Upayakan untuk melakukan gaya hidup aktif
Lebih banyak makan makanan tinggi serat serta indeks glikemik yang rendah
Sebaiknya berkonsultasilah dengan dokter spesialis penyakit dalam apabila Anda mengalami kondisi diabetes, khususnya jika disertai dengan komplikasi. Dokter akan memberikan obat anti diabetes dengan dosis yang tepat sesuai kondisi Anda, ataupun juga menganjurkan penggunaan insulin apabila dirasa obat tidak mampu merangsang tubuh untuk memproduksi insulin alami untuk menurunkan kadar gula darah.",https://www.sehatq.com/forum/diabetes-nefropatik-q55483
dr. Vina Liliana,Apa itu metformin untuk diabetes?,"Metformin adalah salah satu obat golongan biguanid yang digunakan untuk mengontrol kadar gula darah yang berlebihan. Sama seperti obat tekanan darah tinggi, metformin ini juga hanya bersifat mengontrol, bukan menyembuhkan atau menghilangkan 100%. Berbeda dengan antibiotik yang sifatnya menyembuhkan.
Pada penderita diabetes, karena fungsi pankreasnya tidak baik, maka insulin di dalam darah hanya sedikit atau kurang sensitif, sehingga kadar gula akan meningkat. Disinilah peran metformin untuk menstabilkan kadar gula darah. Namun tentunya ada dosis-dosis dan kombinasi obat yang perlu diperhatikan sesuai dengan nilai hasil laboratorium kadar gula darah Anda.
Pada tahap awal biasanya metformin ini digunakan sehari 2 kali dengan dosis 500 mg. Namun bila dalam pemakaian 2 minggu kadar gula masih tinggi, maka dosisnya bisa dinaikkan menjadi 850 mg atau dikombinasi dengan obat golongan lain tergantung nilai kadar gula darahnya.
Selain mengandalkan obat-obatan, penderita diabetes juga perlu mengantur pola makan agar gula darahnya tidak terus bertambah dengan cara:
Batasi kalori yang masuk.
Perbanyak makan sayur dan buah agar tidak mudah lapar.
Minum air putih yang banyak.
Hindari gorengan dan makanan berlemak.
Lakukan olahraga secara teratur untuk membakar kalori.
Pastikan untuk minum obat secara teratur, jaga pola makan, dan lakukan pemeriksaan kadar gula darah secara berkala untuk memantau hasil pengobatan Anda.",https://www.sehatq.com/forum/apa-itu-metformin-untuk-diabetes-q21275
dr. Sylvia V,Obat untuk menyembuhkan diabetes kering,"Sebenarnya, 'gula kering' atau 'diabetes kering' bukan istilah yang digunakan di dalam dunia medis. Terminologi yang biasanya digunakan adalah diabetes melitus, yakni tingginya kadar gula di dalam darah karena resistensi hormon insulin. Kondisi ini dapat menyebabkan timbulnya luka (ulkus) di bagian tubuh, biasanya pada kaki. Nah, luka tersebut dapat basah maupun kering.
Mengenai obat untuk menangani ulkus kering karena diabetes, obat ini tidak bisa diberikan tanpa pemeriksaan terlebih dahulu. Pasalnya, ragam obat diabetes sangatlah banyak, dan pemberiannya perlu disesuaikan dengan kondisi pasien masing-masing. Pun, tidak semua diabetes harus ditangani dengan obat-obatan, ada juga yang harus dilakukan suntik insulin.
Untuk itu, disarankan agar Anda melakukan pemeriksaan fisik dan penunjang terlebih dahulu kepada dokter spesialis penyakit dalam. Nantinya, dokter akan mengevaluasi hasil pemeriksaan, kemudian akan menyarankan terapi yang tepat untuk Anda, apakah obat atau perlu suntik insulin.
Lalu, dianjurkan juga untuk melakukan pola hidup untuk mencegah lonjakan gula darah, seperti:
membatasi asupan karbohidrat sederhana (nasi putih, mi, pasta, tepung terigu)
menghindari minuman dengan gula putih dan pemanis buatan
tidur cukup 7-9 jam per hari
olahraga rutin agar berat badan ideal
hindari merokok maupun menjadi perokok pasif
Semoga bermanfaat.
",https://www.sehatq.com/forum/obat-untuk-menyembuhkan-diabetes-kering
dr. Anandika Pawitri,Diabetes tipe 1 dan 2,"Diabetes adalah sebuah kelainan dimana kadar gula dalam darah lebih tinggi dari nilai normal. Gula tidak semestinya terlalu tinggi di peredaran darah, jika terjadi demikian dapat mengakibatkan masalah. Keadaan ini dapat meningkatkan risiko penyakit jantung, kelainan saraf, gangguan ginjal, gangguan mata dan beberapa penyakit lainnya.
Beberapa gejala diabetes:
- Sering merasa haus
- Sering BAK
- Merasa lapar berlebihan
- Luka sembuh lama
- Mata buram
Diabetes tipe 1 adalah ketika tubuh tidak membuat insulin. Insulin adalah hormon yang bertugas memasukkan gula dari darah ke jaringan. Biasanya terjadi sejak kecil, karena kelainan genetik, dan bukan karena pola hidup yang tidak sehat.
Diabetes tipe 2 lebih banyak umum dialami orang, kondisi ini terjadi saat insulin tidak cukup banyak di dalam darah, sehingga kadar gula darah yang beredar tetap tinggi. Tipe ini berkaitan dengan gaya hidup yang tidak sehat dan obesitas.",https://www.sehatq.com/forum/diabetes-tipe-1-dan-2
dr. Andre Zaini,Cemilan yang baik buat penderita diabetes,"Berikut beberapa tips dan camilan untuk penderita diabetes :
Tidak boleh makan diantara waktu makan. Kecuali bila anda menggunakan obat diabetes dengan potensi mengakibatkan kadar gula darah drop.
Hanya boleh mengemil camilan dengan jumlah kalori dibawah 150. Camilan kalau terlalu berlebihan sama saja dengan menambah 1x porsi makan
Hati-hati dengan camilan low fat. Karena makanan low fat bukan berarti no fat. Seperti pepatah sedikit-sedikit menjadi bukit.
Hindari camilan dengan proses pembuatan yang rumit. Baca tulisan keterangan dibelakang camilan bila tulisannya panjang lebih baik tidak usah dimakan.
Lebih baik mengemil buah atau sayuran. Seperti anggur, apel dan pisang.
Yogurt atau buah diblender
Anda juga bisa diskusi langsung dengan Dokter anda tentang camilan yang cocok untuk anda. Semoga bermanfaat.",https://www.sehatq.com/forum/cemilan-yang-baik-buat-penderita-diabetes
dr. Sylvia V,Hammer of thor bagi penderita diabetes,"Hammer of thor adalah sebuah suplementasi yang diklaim dapat membesarkan penis sekaligus mengobati disfungsi ereksi. Biasanya, hammer of thor dijual dalam bentuk bubuk atau tablet yang bisa dikonsumsi begitu saja maupun dicampurkan ke dalam air putih.
Cara kerja hammer of thor adalah dengan menghambat produksi enzim PDE5, yang berperan untuk mencegah penis ereksi. Jadi, apabila enzim ini terhambat, maka ereksi akan lebih maksimal dan lebih tahan lama. Selain itu, hammer of thor juga melancarkan aliran darah ke alat kemaluan, sehingga penis akan lebih keras pada saat ereksi.
Nah, terkait dengan pertanyaan Anda, salah satu penyebab disfungsi ereksi yang umum dialami adalahdiabetes melitus. Disfungsi ereksi dapat terjadi karena faktor peredaran darah, fungsi saraf, dan otot pada penderita diabetes.
Akan tetapi, bagi penderita diabetes, penanganan disfungsi ereksi yang telah memiliki uji ilmiah bukanlah hammer of thor. Sampai saat ini, belum ada riset yang meneliti keterkaitan dan keamanan penggunaan hammer of thor dengan disfungsi ereksi pada diabetes. Jadi, apabila ingin mengonsumsinya, Anda harus mengonsultasikannya dulu kepada dokter spesialis penyakit dalam dan dokter spesialis urologi Anda. 
Penanganan Disfungsi Ereksi
Namun, Anda dapat mencoba melakukan beberapa penanganan disfungsi ereksi pada pasien diabetes yang dapat dilakukan seperti:
mengonsumsi beberapa jenis obat-obatan (baik obat minum atau obat yang dimasukkan ke penis)
vakum penis
implan penis",https://www.sehatq.com/forum/ham-dr-q31252
dr. Dwiana Ardianti,Apakah tidak menstruasi adalah tanda diabetes?,"Secara normalnya haid terjadi  pada wanita dengan siklus haid berkisar 21 - 35 hari. Keadaan ketika wanita tidak haid selama 90 hari berturut-turut atau 3 bulan berturut-turut atau lebih disebut dengan amenorea sekunder. Penyebab amenorea sekunder ini beragam.
Adapun beberapa penyebab amenorea sekunder adalah:
Ketidak seimbangan hormon dalam tubuh
Masa pubertas
Efek KB
Berat badan tidak ideal
Penyakit pada organ reproduksi
PCOS
Kelainan tiroid
Kondisi medis lainnya
Tidak haid dan gejala diabetes
Terkait dengan apa yang Anda tanyakan, tidak haid bukan merupakan gejala dari diabetes. Adapun gejala dari diabetes adalah mudah lapar, mudah lelah, sering BAK teruatma di malam hari, mudah lemas, dan lain sebagainya. Jika Anda ada riwayat diabetes dari ibu/keluarga dan saat. ini Anda cemas, bisa melakukan pemeriksaan ke dokter.
Konsumsi makanan sehat bergizi, hindari kelelahan, lakukan istirahat cukup, minum air putih cukup, berolahraga ringan dengan rutin, konsumsi buah dan sayur serta terpakan gaya hidup bersih serta sehat agar siklus haid kembali lancar. Lakukan pemeriksaan ke dokter spesialis kandungan untuk tatalaksana lebih lanjut.",https://www.sehatq.com/forum/gejala-diabetes-q50555
dr. Ester Agustina,Makanan yang baik buat penderita diabetes,"Tape ubi maupun tape ketan merupakan makanan yang sama-sama difermentasi dengan mikroorganisme. Kelebihan dari makanan ini adalah menyehatkan saluran pencernaan, melancarkan pencernaan, dan mencegah kanker usus.
Bagi penderita diabetes disarankan untuk mengonsumsi makanan dengan indeks glikemik rendah. Ubi memiliki indeks glikemik yang rendah, begitu juga dengan ketan. Tape ketan dapat mencegah sindrom metabolik. Walaupun begitu, tetap disarankan agar dalam mengonsumsi tape ubi maupun tape ketan tetap diperhatikan jumlah yang dimakan, frekuensi, dan pengolahan dari makanan tersebut.
Makanan-makanan yang disarankan bagi penderita diabetes yaitu:
Sayuran hijau
Buah-buahan citrus (jeruk, lemon, dan anggur), berries (stoberi, blueberry, raspberry, blackberry)
Ubi
Gandum utuh
Ikan
Kacang-kacangan
Kacang kenari
Konsumsilah makan-makanan diatas dan disertai dengan aktivitas fisik (olahraga) 3-5 kali seminggu dengan durasi 20-30 menit. Jika Anda masi bingung, Anda bias berkonsultasi dengan dokter spesialis gizi mengenai pola makan yang baik bagi penderita diabetes sehingga gula darah Anda pun tetap terkontrol.
",https://www.sehatq.com/forum/makanan-yang-baik-buat-penderita-diabetes
dr. Adhi Pasha Dwitama,Apakah penderita diabetes boleh mengkonsumsi simvastatin?,"Simvastatin adalah obat golongan statin yang membantu menurunkan kadar kolesterol. Obat ini merupakan obat golongan resep dimana dosisnya perlu disesuaikan dengan kondisi Anda dan kadar kolesterol. Jika pada pemeriksaan kadar trigliserida juga tinggi, maka dokter akan mempertimbangkan pemberian obat lainnya.
Untuk itu jika saat ini memiliki riwayat diabetes dan juga kolesterol tinggi. periksakan dulu pada dokter atau dokter spesialis penyakit dalam. Nantinya perlu diketahui nilai kolesterol terakhir ataupun komponennya seperti LDL dan HDL dan juga nilai trigliserida Anda. Penderita diabetes sendiri bisa mengonsumsi simvastatin tapi harus dengan resep dokter.
Selain itu perlu juga menjaga kesehariannya seperti:
Menjaga asupan makan
Jaga makan dan hindari makanan berlemak, bersantan, makanan yang berminyak
Hindari makanan seperti jeroan hewan, seafood, daging yang berlemak
Upayakan mengolah makan tidak dengan digoreng
Jaga kadar gula darah juga
Olahraga rutin
Perbanyak minum air putih
Kolesterol tinggi dan diabetes sendiri merupakan hal yang bisa menimbulkan beragam komplikasi terutama masalah pembuluh darah seperti stroke dan juga serangan jantung. Untuk itu perlu dikelola dengan baik agar kadarnya tetap normal. Semoga bermanfaat.",https://www.sehatq.com/forum/diabetes-dan-simvestatin-q27472
dr. Vina Liliana,"Sering haus dan kencing apa diabetes?
","Diabetes adalah penyakit yang mana kelenjar insulinnya terganggu sehingga tidak bisa memproduksi insulin dengan baik yang akan mengakibatkan kadar gula darah menjadi berlebihan. Beberapa gejala yang sering muncul pada diabetes adalah mudah lapar, mudah haus, penurunan berat badan, sering kencing, kulit terasa gatal-gatal, jika ada luka sulit sembuhnya, dll. Dan penyakit ini bisa mengenai anak-anak maupun orang dewasa. Untuk diabetes pada anak biasanya termasuk dalam golongan DM tipe satu yakni bawaan sejak lahir akibat adanya kerusakan pada pankreasnya.
Untuk keluhan anak Anda yang sering minum dan juga sering kencing meski kencingnya tidak sebanding dengan yang diminum maka mungkin saja yang anak Anda alami adalah infeksi saluran kemih.
Gejala-gejala infeksi saluran kemih:
Sering kencing meski minumnya tidak terlalu banyak.
Urin hanya keluar sedikit-sedikit.
Kencing terasa tidak tuntas ingin kencing terus.
Nyeri ketika kencing.
Bisa muncul urin bercampur dengan darah.
Penanganan terhadap anak Anda sementara di rumah adalah minum air putih yang banyak untuk mengeluarkan infeksinya. Minum paracetamol jika terasa nyeri. Kencing jangan ditahan-tahan. Jika muncul keluhan demam atau keluhan tidak membaik dalam waktu 3 hari, maka sebaiknya cek urin lengkap dan hasilnya ditunjukkan ke dokter terdekat.",https://www.sehatq.com/forum/sering-haus-dan-kencing-sebentar-bentar-q40774
